證券代碼,年月,序號,法定人數,不足人數,進用人數,不足百分比
5478 智冠,202108  ,3,1,1,0,100.00
5483 中美晶,202108  ,1,9,6,3,66.67
5490 同亨,202108  ,1,1,1,0,100.00
5515 建國,202108  ,1,4,1,3,25.00
5519 隆大,202108  ,1,1,1,0,100.00
5522 遠雄,202108  ,1,3,2,1,66.67
5534 長虹,202108  ,1,1,1,0,100.00
5543 桓鼎-KY,202108  ,1,1,1,0,100.00
5820 日盛金,202108  ,1,1,1,0,100.00
5827 華泰銀行,202108  ,1,7,2,5,28.57
5830 三信銀行,202108  ,1,11,4,7,36.36
5831 新光人壽,202108  ,1,3,1,2,33.33
5838 華銀,202108  ,1,77,3,74,3.90
5843 兆豐銀行,202108  ,1,3,1,2,33.33
5844 一銀,202108  ,1,1,1,0,100.00
5862 板信銀,202108  ,1,14,6,8,42.86
5870 花旗台灣,202108  ,1,41,4,37,9.76
5871 中租-KY,202108  ,1,9,2,7,22.22
5876 上海商銀,202108  ,1,25,1,24,4.00
6005 群益證,202108  ,1,6,3,3,50.00
6016 康和證,202108  ,1,2,1,1,50.00
6020 大展證,202108  ,1,1,1,0,100.00
6021 美好證,202108  ,1,1,1,0,100.00
6023 元大期,202108  ,1,3,1,2,33.33
6111 大宇資,202108  ,1,1,1,0,100.00
6112 邁達特,202108  ,1,1,1,0,100.00
6116 彩晶,202108  ,1,28,5,23,17.86
6121 新普,202108  ,1,1,1,0,100.00
6121 新普,202108  ,2,2,2,0,100.00
6138 茂達,202108  ,1,1,1,0,100.00
6138 茂達,202108  ,2,2,1,1,50.00
6146 耕興,202108  ,1,7,6,1,85.71
6151 晉倫,202108  ,1,1,1,0,100.00
6166 凌華,202108  ,1,10,2,8,20.00
6174 安碁,202108  ,1,2,1,1,50.00
6175 立敦,202108  ,1,1,1,0,100.00
6177 達麗,202108  ,1,1,1,0,100.00
6177 達麗,202108  ,2,1,1,0,100.00
6180 橘子,202108  ,1,1,1,0,100.00
6180 橘子,202108  ,2,4,3,1,75.00
6183 關貿,202108  ,1,6,2,4,33.33
6188 廣明,202108  ,1,1,1,0,100.00
6191 精成科,202108  ,1,1,1,0,100.00
6202 盛群,202108  ,1,4,1,3,25.00
6203 海韻電,202108  ,1,1,1,0,100.00
6208 日揚,202108  ,1,1,1,0,100.00
6214 精誠,202108  ,1,1,1,0,100.00
6214 精誠,202108  ,2,1,1,0,100.00
6214 精誠,202108  ,3,1,1,0,100.00
6218 豪勉,202108  ,1,1,1,0,100.00
6230 尼得科超眾,202108  ,1,6,3,3,50.00
6239 力成,202108  ,1,9,5,4,55.56
6239 力成,202108  ,2,42,5,37,11.90
6243 迅杰,202108  ,1,1,1,0,100.00
6245 立端,202108  ,1,7,2,5,28.57
6271 同欣電,202108  ,1,19,4,15,21.05
6277 宏正,202108  ,1,1,1,0,100.00
6285 啟碁,202108  ,1,52,7,45,13.46
6409 旭隼,202108  ,1,1,1,0,100.00
6414 樺漢,202108  ,1,1,1,0,100.00
6416 瑞祺電通,202108  ,1,1,1,0,100.00
6432 今展科,202108  ,1,1,1,0,100.00
6435 大中,202108  ,1,1,1,0,100.00
6438 迅得,202108  ,1,5,1,4,20.00
6440 D 台灣之星,202108  ,1,23,3,20,13.04
6441 廣錠,202108  ,1,1,1,0,100.00
6456 GIS-KY,202108  ,1,1,1,0,100.00
6456 GIS-KY,202108  ,2,7,2,5,28.57
6457 紘康,202108  ,1,1,1,0,100.00
6462 神盾,202108  ,1,1,1,0,100.00
6462 神盾,202108  ,2,1,1,0,100.00
6462 神盾,202108  ,3,1,1,0,100.00
6462 神盾,202108  ,4,3,2,1,66.67
6462 神盾,202108  ,5,1,1,0,100.00
6464 台數科,202108  ,1,1,1,0,100.00
6472 保瑞,202108  ,1,1,1,0,100.00
6478 創威智聯,202108  ,1,1,1,0,100.00
6494 九齊,202108  ,1,1,1,0,100.00
6496 科懋,202108  ,1,1,1,0,100.00
6499 益安,202108  ,1,1,1,0,100.00
6510 精測,202108  ,1,11,5,6,45.45
6526 達發,202108  ,1,6,3,3,50.00
6531 愛普*,202108  ,1,1,1,0,100.00
6542 隆中,202108  ,1,1,1,0,100.00
6547 高端疫苗,202108  ,1,1,1,0,100.00
6590 普鴻,202108  ,1,1,1,0,100.00
6592 和潤企業,202108  ,1,10,2,8,20.00
6592 和潤企業,202108  ,2,6,5,1,83.33
6612 奈米醫材,202108  ,1,1,1,0,100.00
6647 合迪,202108  ,1,9,2,7,22.22
6658 聯策,202108  ,1,1,1,0,100.00
6677 瑩碩生技,202108  ,1,1,1,0,100.00
6684 安格,202108  ,1,1,1,0,100.00
6684 安格,202108  ,2,1,1,0,100.00
6689 伊雲谷,202108  ,1,3,1,2,33.33
6697 東捷資訊,202108  ,1,1,1,0,100.00
6703 軒郁,202108  ,1,1,1,0,100.00
6704 國璽幹細胞,202108  ,1,1,1,0,100.00
6708 天擎,202108  ,1,1,1,0,100.00
6712 長聖,202108  ,1,1,1,0,100.00
6716 應廣,202108  ,1,1,1,0,100.00
6719 力智,202108  ,1,2,2,0,100.00
6741 91APP*-KY,202108  ,1,4,2,2,50.00
6743 安普新,202108  ,1,1,1,0,100.00
6751 智聯服務,202108  ,1,3,2,1,66.67
6775 穎台科技,202108  ,1,4,4,0,100.00
6781 AES-KY,202108  ,1,1,1,0,100.00
6781 AES-KY,202108  ,2,2,2,0,100.00
6791 虎門科技,202108  ,1,1,1,0,100.00
6792 詠業,202108  ,1,5,3,2,60.00
6793 天力離岸,202108  ,1,2,2,0,100.00
6818 連騰,202108  ,1,1,1,0,100.00
6826 和淞,202108  ,1,6,5,1,83.33
6830 汎銓,202108  ,1,3,3,0,100.00
6841 長佳智能,202108  ,1,1,1,0,100.00
6856 鑫傳,202108  ,1,1,1,0,100.00
6858 愛比科技,202108  ,1,1,1,0,100.00
6868 采威國際,202108  ,1,1,1,0,100.00
6910 德鴻,202108  ,1,1,1,0,100.00
6950 KKT-KY,202108  ,1,1,1,0,100.00
6980 鐳洋科技,202108  ,1,1,1,0,100.00
6987 寶晶能源*,202108  ,1,1,1,0,100.00
6993 凱納,202108  ,1,1,1,0,100.00
6995 野獸國,202108  ,1,1,1,0,100.00
7555 美萌,202108  ,1,1,1,0,100.00
7566 亞果遊艇,202108  ,1,1,1,0,100.00
7631 聚賢研發-創,202108  ,1,1,1,0,100.00
7704 明遠精密,202108  ,1,1,1,0,100.00
7706 宏碁創達,202108  ,1,3,2,1,66.67
7710 東擎科技,202108  ,1,1,1,0,100.00
7711 永擎,202108  ,1,2,2,0,100.00
7722 LINEPAY,202108  ,1,1,1,0,100.00
7723 築間,202108  ,1,7,5,2,71.43
7723 築間,202108  ,2,1,1,0,100.00
7750 新代,202108  ,1,3,1,2,33.33
7801 華芸科技,202108  ,1,1,1,0,100.00
7810 捷創科技,202108  ,1,1,1,0,100.00
7822 倍利科,202108  ,1,1,1,0,100.00
8024 佑華,202108  ,1,1,1,0,100.00
8032 光菱,202108  ,1,1,1,0,100.00
8044 網家,202108  ,1,1,1,0,100.00
8044 網家,202108  ,2,18,3,15,16.67
8050 廣積,202108  ,1,1,1,0,100.00
8050 廣積,202108  ,2,1,1,0,100.00
8054 安國,202108  ,1,1,1,0,100.00
8054 安國,202108  ,2,1,1,0,100.00
8054 安國,202108  ,3,1,1,0,100.00
8054 安國,202108  ,4,1,1,0,100.00
8059 凱碩,202108  ,1,1,1,0,100.00
8071 能率網通,202108  ,1,1,1,0,100.00
8081 致新,202108  ,1,3,2,1,66.67
8091 翔名,202108  ,1,3,2,1,66.67
8163 達方,202108  ,1,5,3,2,60.00
8163 達方,202108  ,2,4,1,3,25.00
8201 無敵,202108  ,1,1,1,0,100.00
8213 志超,202108  ,1,3,1,2,33.33
8249 菱光,202108  ,1,1,1,0,100.00
8284 三竹,202108  ,1,3,1,2,33.33
8299 群聯,202108  ,1,27,4,23,14.81
8338 麥寮汽電,202108  ,1,3,1,2,33.33
8358 金居,202108  ,1,3,1,2,33.33
8367 建新國際,202108  ,1,1,1,0,100.00
8390 金益鼎,202108  ,1,1,1,0,100.00
8403 盛弘,202108  ,1,1,1,0,100.00
8406 金可-KY,202108  ,1,14,5,9,35.71
8409 商之器,202108  ,1,1,1,0,100.00
8446 華研,202108  ,1,1,1,0,100.00
8463 潤泰材,202108  ,1,1,1,0,100.00
8463 潤泰材,202108  ,2,3,1,2,33.33
8491 真好玩,202108  ,1,1,1,0,100.00
8916 光隆,202108  ,1,1,1,0,100.00
8924 大田,202108  ,1,1,1,0,100.00
8931 大汽電,202108  ,1,1,1,0,100.00
8938 明安,202108  ,1,8,1,7,12.50
8996 高力,202108  ,1,4,1,3,25.00
916665 爾必達,202108  ,1,9,5,4,55.56
9904 寶成,202108  ,1,1,1,0,100.00
9911 櫻花,202108  ,1,1,1,0,100.00
9917 中保科,202108  ,1,1,1,0,100.00
9930 中聯資源,202108  ,1,3,1,2,33.33
9933 中鼎,202108  ,1,2,2,0,100.00
9944 新麗,202108  ,1,2,2,0,100.00
9945 潤泰新,202108  ,1,9,1,8,11.11
9945 潤泰新,202108  ,2,1,1,0,100.00
9945 潤泰新,202108  ,3,3,1,2,33.33
9951 皇田,202108  ,1,7,1,6,14.29
9958 世紀鋼,202108  ,1,3,1,2,33.33
9968 華歌爾,202108  ,1,18,7,11,38.89
9971 立大開發,202108  ,1,1,1,0,100.00
B00029 富蘭克林投顧,202108  ,1,2,2,0,100.00
000116 日盛證券,202109  ,1,1,1,0,100.00
000700 兆豐證券,202109  ,1,1,1,0,100.00
000884 玉山證券,202109  ,1,2,2,0,100.00
000888 國泰證券,202109  ,1,8,1,7,12.50
000930 華南永昌證券,202109  ,1,1,1,0,100.00
000980 元大證券,202109  ,1,3,1,2,33.33
000980 元大證券,202109  ,2,12,1,11,8.33
1201 味全,202109  ,1,4,1,3,25.00
1201 味全,202109  ,2,1,1,0,100.00
1210 大成,202109  ,1,3,1,2,33.33
1216 統一,202109  ,1,1,1,0,100.00
1225 福懋油,202109  ,1,2,2,0,100.00
1227 佳格,202109  ,1,10,3,7,30.00
1232 大統益,202109  ,1,1,1,0,100.00
1232 大統益,202109  ,2,2,1,1,50.00
1235 興泰,202109  ,1,2,2,0,100.00
1268 漢來美食,202109  ,1,1,1,0,100.00
1268 漢來美食,202109  ,2,1,1,0,100.00
1269 乾杯,202109  ,1,2,1,1,50.00
1303 南亞,202109  ,1,2,2,0,100.00
1303 南亞,202109  ,2,1,1,0,100.00
1304 台聚,202109  ,1,2,1,1,50.00
1304 台聚,202109  ,2,4,2,2,50.00
1308 亞聚,202109  ,1,2,1,1,50.00
1309 台達化,202109  ,1,2,1,1,50.00
1310 台苯,202109  ,1,1,1,0,100.00
1314 中石化,202109  ,1,3,1,2,33.33
1314 中石化,202109  ,2,1,1,0,100.00
1321 大洋,202109  ,1,1,1,0,100.00
1326 台化,202109  ,1,9,1,8,11.11
1326 台化,202109  ,2,1,1,0,100.00
1402 遠東新,202109  ,1,5,2,3,40.00
1402 遠東新,202109  ,2,47,2,45,4.26
1402 遠東新,202109  ,3,7,1,6,14.29
1409 新纖,202109  ,1,4,1,3,25.00
1419 新紡,202109  ,1,2,2,0,100.00
1440 南紡,202109  ,1,5,2,3,40.00
1440 南紡,202109  ,2,4,1,3,25.00
1445 大宇,202109  ,1,1,1,0,100.00
1464 得力,202109  ,1,1,1,0,100.00
1490 台灣維達衛生用品,202109  ,1,1,1,0,100.00
1490 台灣維達衛生用品,202109  ,2,1,1,0,100.00
1503 士電,202109  ,1,9,2,7,22.22
1503 士電,202109  ,2,4,3,1,75.00
1504 東元,202109  ,1,2,1,1,50.00
1504 東元,202109  ,2,1,1,0,100.00
1507 日立永大電梯,202109  ,1,1,1,0,100.00
1507 日立永大電梯,202109  ,2,19,1,18,5.26
1538 正峰,202109  ,1,1,1,0,100.00
1548 信昌機械,202109  ,1,8,2,6,25.00
1555 維輪實業,202109  ,1,2,2,0,100.00
1566 捷邦,202109  ,1,1,1,0,100.00
1582 信錦,202109  ,1,2,1,1,50.00
1605 華新,202109  ,1,4,3,1,75.00
1605 華新,202109  ,2,31,18,13,58.06
1613 台一,202109  ,1,1,1,0,100.00
1623 大東電,202109  ,1,1,1,0,100.00
1701 中化,202109  ,1,4,3,1,75.00
1702 南僑,202109  ,1,3,2,1,66.67
1704 榮化,202109  ,1,2,1,1,50.00
1710 東聯,202109  ,1,2,1,1,50.00
1711 永光,202109  ,1,1,1,0,100.00
1711 永光,202109  ,2,2,2,0,100.00
1715 萬洲,202109  ,1,6,4,2,66.67
1716 永信藥品,202109  ,1,1,1,0,100.00
1718 中纖,202109  ,1,1,1,0,100.00
1724 台硝,202109  ,1,1,1,0,100.00
1762 中化生,202109  ,1,3,1,2,33.33
1763 奇美實業,202109  ,1,11,8,3,72.73
1763 奇美實業,202109  ,2,1,1,0,100.00
1764 長春石化,202109  ,1,9,6,3,66.67
1764 長春石化,202109  ,2,30,5,25,16.67
1765 長春樹脂,202109  ,1,21,3,18,14.29
1766 大連化工,202109  ,1,9,6,3,66.67
1776 展宇,202109  ,1,1,1,0,100.00
1780 立弘,202109  ,1,1,1,0,100.00
1795 美時,202109  ,1,5,2,3,40.00
1802 台玻,202109  ,1,2,1,1,50.00
1802 台玻,202109  ,2,11,1,10,9.09
1808 潤隆,202109  ,1,1,1,0,100.00
1904 正隆,202109  ,1,3,1,2,33.33
2002 中鋼,202109  ,1,5,1,4,20.00
2002 中鋼,202109  ,2,7,4,3,57.14
2002 中鋼,202109  ,3,32,9,23,28.13
2002 中鋼,202109  ,4,2,1,1,50.00
2002 中鋼,202109  ,5,3,1,2,33.33
2007 燁興,202109  ,1,5,1,4,20.00
2010 春源,202109  ,1,14,2,12,14.29
2012 春雨,202109  ,1,5,1,4,20.00
2013 中鋼構,202109  ,1,2,1,1,50.00
2020 美亞,202109  ,1,3,1,2,33.33
2023 燁輝,202109  ,1,2,2,0,100.00
2023 燁輝,202109  ,2,5,1,4,20.00
2031 新光鋼,202109  ,1,2,1,1,50.00
2038 海光,202109  ,1,1,1,0,100.00
2056 璋釔,202109  ,1,1,1,0,100.00
2068 優頻,202109  ,1,1,1,0,100.00
2072 世紀風電,202109  ,1,3,2,1,66.67
2103 台橡,202109  ,1,6,3,3,50.00
2104 國際中橡,202109  ,1,1,1,0,100.00
2112 奇菱光電,202109  ,1,1,1,0,100.00
2201 裕隆,202109  ,1,2,1,1,50.00
2201 裕隆,202109  ,2,1,1,0,100.00
2201 裕隆,202109  ,3,4,1,3,25.00
2207 和泰車,202109  ,1,1,1,0,100.00
2207 和泰車,202109  ,2,10,2,8,20.00
2207 和泰車,202109  ,3,6,5,1,83.33
2211 長榮鋼,202109  ,1,4,1,3,25.00
2215 匯豐汽車,202109  ,1,1,1,0,100.00
2226 中部汽車,202109  ,1,18,1,17,5.56
2231 為升,202109  ,1,4,1,3,25.00
2247 汎德永業,202109  ,1,1,1,0,100.00
2301 光寶科,202109  ,1,42,1,41,2.38
2301 光寶科,202109  ,2,9,6,3,66.67
2301 光寶科,202109  ,3,2,2,0,100.00
2303 聯電,202109  ,1,7,2,5,28.57
2308 台達電,202109  ,1,10,8,2,80.00
2311 日月光,202109  ,1,40,5,35,12.50
2312 金寶,202109  ,1,1,1,0,100.00
2317 鴻海,202109  ,1,10,1,9,10.00
2317 鴻海,202109  ,2,1,1,0,100.00
2317 鴻海,202109  ,3,1,1,0,100.00
2317 鴻海,202109  ,4,1,1,0,100.00
2317 鴻海,202109  ,5,37,2,35,5.41
2330 台積電,202109  ,1,6,4,2,66.67
2330 台積電,202109  ,2,13,8,5,61.54
2332 友訊,202109  ,1,6,4,2,66.67
2338 光罩,202109  ,1,3,3,0,100.00
2340 台亞,202109  ,1,9,5,4,55.56
2344 華邦電,202109  ,1,14,1,13,7.14
2344 華邦電,202109  ,2,31,18,13,58.06
2345 智邦,202109  ,1,29,7,22,24.14
2348 海悅,202109  ,1,2,2,0,100.00
2350 環電,202109  ,1,40,5,35,12.50
2352 佳世達,202109  ,1,2,1,1,50.00
2352 佳世達,202109  ,2,1,1,0,100.00
2352 佳世達,202109  ,3,1,1,0,100.00
2352 佳世達,202109  ,4,1,1,0,100.00
2352 佳世達,202109  ,5,1,1,0,100.00
2352 佳世達,202109  ,6,4,1,3,25.00
2352 佳世達,202109  ,7,1,1,0,100.00
2353 宏碁,202109  ,1,3,3,0,100.00
2355 敬鵬,202109  ,1,6,3,3,50.00
2355 敬鵬,202109  ,2,18,6,12,33.33
2355 敬鵬,202109  ,3,6,2,4,33.33
2357 華碩,202109  ,1,12,1,11,8.33
2357 華碩,202109  ,2,13,3,10,23.08
2357 華碩,202109  ,3,2,1,1,50.00
2357 華碩,202109  ,4,1,1,0,100.00
2357 華碩,202109  ,5,3,2,1,66.67
2357 華碩,202109  ,6,1,1,0,100.00
2359 所羅門,202109  ,1,1,1,0,100.00
2359 所羅門,202109  ,2,2,1,1,50.00
2360 致茂,202109  ,1,1,1,0,100.00
2360 致茂,202109  ,2,18,7,11,38.89
2362 藍天,202109  ,1,6,3,3,50.00
2363 矽統,202109  ,1,1,1,0,100.00
2369 菱生,202109  ,1,25,1,24,4.00
2371 大同,202109  ,1,1,1,0,100.00
2371 大同,202109  ,2,1,1,0,100.00
2373 震旦行,202109  ,1,2,1,1,50.00
2373 震旦行,202109  ,2,4,3,1,75.00
2373 震旦行,202109  ,3,2,2,0,100.00
2373 震旦行,202109  ,4,1,1,0,100.00
2373 震旦行,202109  ,5,2,2,0,100.00
2376 技嘉,202109  ,1,1,1,0,100.00
2377 微星,202109  ,1,30,5,25,16.67
2379 瑞昱,202109  ,1,45,6,39,13.33
2382 廣達,202109  ,1,1,1,0,100.00
2382 廣達,202109  ,2,99,2,97,2.02
2383 台光電,202109  ,1,10,7,3,70.00
2385 群光,202109  ,1,1,1,0,100.00
2387 精元,202109  ,1,2,1,1,50.00
2393 億光,202109  ,1,15,5,10,33.33
2395 研華,202109  ,1,31,5,26,16.13
2401 凌陽,202109  ,1,4,3,1,75.00
2402 毅嘉,202109  ,1,2,1,1,50.00
2403 友尚,202109  ,1,2,2,0,100.00
2406 國碩,202109  ,1,2,1,1,50.00
2409 友達,202109  ,1,3,1,2,33.33
2412 中華電,202109  ,1,11,5,6,45.45
2412 中華電,202109  ,2,2,2,0,100.00
2414 精技,202109  ,1,4,1,3,25.00
2419 仲琦,202109  ,1,2,1,1,50.00
2429 銘旺科,202109  ,1,1,1,0,100.00
2430 燦坤,202109  ,1,2,2,0,100.00
2433 互盛電,202109  ,1,2,1,1,50.00
2441 超豐,202109  ,1,43,6,37,13.95
2453 凌群,202109  ,1,11,4,7,36.36
2454 聯發科,202109  ,1,6,3,3,50.00
2458 義隆,202109  ,1,10,2,8,20.00
2459 敦吉,202109  ,1,1,1,0,100.00
2464 盟立,202109  ,1,11,1,10,9.09
2467 志聖,202109  ,1,3,1,2,33.33
2472 立隆電,202109  ,1,1,1,0,100.00
2472 立隆電,202109  ,2,1,1,0,100.00
2474 可成,202109  ,1,45,4,41,8.89
2476 鉅祥,202109  ,1,7,1,6,14.29
2480 敦陽科,202109  ,1,5,2,3,40.00
2480 敦陽科,202109  ,2,1,1,0,100.00
2481 強茂,202109  ,1,15,1,14,6.67
2481 強茂,202109  ,2,1,1,0,100.00
2485 兆赫,202109  ,1,4,1,3,25.00
2492 華新科,202109  ,1,2,1,1,50.00
2495 普安,202109  ,1,4,3,1,75.00
2498 宏達電,202109  ,1,18,6,12,33.33
2501 國建,202109  ,1,1,1,0,100.00
2501 國建,202109  ,2,3,1,2,33.33
2526 大陸,202109  ,1,2,1,1,50.00
2535 達欣工,202109  ,1,1,1,0,100.00
2542 興富發,202109  ,1,1,1,0,100.00
2542 興富發,202109  ,2,2,2,0,100.00
2542 興富發,202109  ,3,1,1,0,100.00
2548 華固,202109  ,1,1,1,0,100.00
2549 遠揚建設,202109  ,1,5,2,3,40.00
2557 泛亞工程,202109  ,1,9,6,3,66.67
2597 潤弘,202109  ,1,9,2,7,22.22
2597 潤弘,202109  ,2,1,1,0,100.00
2597 潤弘,202109  ,3,3,1,2,33.33
2603 長榮,202109  ,1,22,7,15,31.82
2608 嘉里大榮,202109  ,1,3,1,2,33.33
2609 陽明,202109  ,1,1,1,0,100.00
2609 陽明,202109  ,2,18,8,10,44.44
2610 華航,202109  ,1,6,1,5,16.67
2610 華航,202109  ,2,1,1,0,100.00
2610 華航,202109  ,3,8,3,5,37.50
2610 華航,202109  ,4,7,4,3,57.14
2614 東森,202109  ,1,2,1,1,50.00
2619 新竹物流,202109  ,1,3,1,2,33.33
2639 光明海運,202109  ,1,1,1,0,100.00
2716 長榮國際,202109  ,1,1,1,0,100.00
2716 長榮國際,202109  ,2,1,1,0,100.00
2739 寒舍,202109  ,1,3,2,1,66.67
2753 八方雲集,202109  ,1,4,1,3,25.00
2762 世界健身-KY,202109  ,1,1,1,0,100.00
2762 世界健身-KY,202109  ,2,1,1,0,100.00
2762 世界健身-KY,202109  ,3,1,1,0,100.00
2762 世界健身-KY,202109  ,4,1,1,0,100.00
2762 世界健身-KY,202109  ,5,1,1,0,100.00
2762 世界健身-KY,202109  ,6,1,1,0,100.00
2762 世界健身-KY,202109  ,7,1,1,0,100.00
2762 世界健身-KY,202109  ,8,1,1,0,100.00
2762 世界健身-KY,202109  ,9,1,1,0,100.00
2807 渣打銀行,202109  ,1,27,2,25,7.41
2812 台中銀,202109  ,1,1,1,0,100.00
2834 臺企銀,202109  ,1,2,1,1,50.00
2838 聯邦銀,202109  ,1,1,1,0,100.00
2845 遠東銀,202109  ,1,25,5,20,20.00
2849 安泰銀,202109  ,1,14,2,12,14.29
2854 寶來證,202109  ,1,3,1,2,33.33
2858 中租迪和,202109  ,1,18,1,17,5.56
2858 中租迪和,202109  ,2,9,2,7,22.22
2880 華南金,202109  ,1,77,3,74,3.90
2880 華南金,202109  ,2,1,1,0,100.00
2880 華南金,202109  ,3,1,1,0,100.00
2881 富邦金,202109  ,1,1,1,0,100.00
28815 新安東京海上,202109  ,1,14,2,12,14.29
2882 國泰金,202109  ,1,8,1,7,12.50
2884 玉山金,202109  ,1,1,1,0,100.00
2884 玉山金,202109  ,2,2,2,0,100.00
2885 元大金,202109  ,1,3,1,2,33.33
2885 元大金,202109  ,2,12,1,11,8.33
2886 兆豐金,202109  ,1,1,1,0,100.00
2886 兆豐金,202109  ,2,3,1,2,33.33
2887 台新金,202109  ,1,10,2,8,20.00
2889 國票金,202109  ,1,2,1,1,50.00
2890 永豐金,202109  ,1,1,1,0,100.00
2892 第一金,202109  ,1,1,1,0,100.00
2903 遠百,202109  ,1,9,4,5,44.44
2904 匯僑,202109  ,1,1,1,0,100.00
2905 三商,202109  ,1,13,3,10,23.08
2905 三商,202109  ,2,1,1,0,100.00
2906 高林,202109  ,1,1,1,0,100.00
2906 高林,202109  ,2,1,1,0,100.00
2906 高林,202109  ,3,1,1,0,100.00
2908 特力,202109  ,1,1,1,0,100.00
2912 統一超,202109  ,1,1,1,0,100.00
2913 農林,202109  ,1,2,1,1,50.00
2915 潤泰全,202109  ,1,3,1,2,33.33
2916 滿心,202109  ,1,6,2,4,33.33
30001 證交所,202109  ,1,1,1,0,100.00
3008 大立光,202109  ,1,71,10,61,14.08
3010 華立,202109  ,1,1,1,0,100.00
3013 晟銘電,202109  ,1,1,1,0,100.00
3014 聯陽,202109  ,1,4,2,2,50.00
3027 盛達,202109  ,1,1,1,0,100.00
3029 零壹,202109  ,1,1,1,0,100.00
3032 偉訓,202109  ,1,1,1,0,100.00
3033 威健,202109  ,1,4,2,2,50.00
3036 文曄,202109  ,1,8,5,3,62.50
3036 文曄,202109  ,2,1,1,0,100.00
3037 欣興,202109  ,1,3,1,2,33.33
3055 蔚華科,202109  ,1,1,1,0,100.00
3057 喬鼎,202109  ,1,1,1,0,100.00
3059 華晶科,202109  ,1,1,1,0,100.00
3060 銘異,202109  ,1,2,1,1,50.00
3088 艾訊,202109  ,1,1,1,0,100.00
3105 穩懋,202109  ,1,33,5,28,15.15
3117 年程,202109  ,1,3,1,2,33.33
3131 弘塑,202109  ,1,1,1,0,100.00
3141 晶宏,202109  ,1,1,1,0,100.00
3167 大量,202109  ,1,2,1,1,50.00
3168 眾福科,202109  ,1,1,1,0,100.00
3176 基亞,202109  ,1,1,1,0,100.00
3184 微邦,202109  ,1,1,1,0,100.00
3202 樺晟,202109  ,1,1,1,0,100.00
3217 優群,202109  ,1,1,1,0,100.00
3219 倚強科,202109  ,1,1,1,0,100.00
3231 緯創,202109  ,1,106,10,96,9.43
3231 緯創,202109  ,2,1,1,0,100.00
3231 緯創,202109  ,3,18,1,17,5.56
3234 光環,202109  ,1,3,2,1,66.67
3257 虹冠電,202109  ,1,1,1,0,100.00
3260 威剛,202109  ,1,6,2,4,33.33
3264 欣銓,202109  ,1,9,4,5,44.44
3272 東碩,202109  ,1,3,2,1,66.67
3276 宇環,202109  ,1,3,1,2,33.33
3296 勝德,202109  ,1,1,1,0,100.00
3311 閎暉,202109  ,1,2,2,0,100.00
3312 弘憶股,202109  ,1,1,1,0,100.00
3317 尼克森,202109  ,1,1,1,0,100.00
3322 建舜電,202109  ,1,1,1,0,100.00
3323 加百裕,202109  ,1,3,1,2,33.33
3324 雙鴻,202109  ,1,1,1,0,100.00
3345 慶良,202109  ,1,1,1,0,100.00
3359 泰鋒電腦,202109  ,1,1,1,0,100.00
3373 熱映,202109  ,1,1,1,0,100.00
3376 新日興,202109  ,1,24,3,21,12.50
3379 彬台,202109  ,1,1,1,0,100.00
3380 明泰,202109  ,1,2,1,1,50.00
3402 漢科,202109  ,1,4,1,3,25.00
3413 京鼎,202109  ,1,2,1,1,50.00
3443 創意,202109  ,1,6,4,2,66.67
3447 展達,202109  ,1,1,1,0,100.00
3454 晶睿,202109  ,1,10,8,2,80.00
3479 安勤,202109  ,1,3,1,2,33.33
3505 聯線上,202109  ,1,3,1,2,33.33
3515 華擎,202109  ,1,1,1,0,100.00
3515 華擎,202109  ,2,2,2,0,100.00
3515 華擎,202109  ,3,3,2,1,66.67
3527 聚積,202109  ,1,2,1,1,50.00
3529 力旺,202109  ,1,2,2,0,100.00
3532 台勝科,202109  ,1,13,3,10,23.08
3545 敦泰,202109  ,1,4,3,1,75.00
3554 精品,202109  ,1,1,1,0,100.00
3563 牧德,202109  ,1,3,1,2,33.33
3565 奧圖碼,202109  ,1,1,1,0,100.00
3565 奧圖碼,202109  ,2,1,1,0,100.00
3573 穎台,202109  ,1,2,2,0,100.00
3576 聯合再生,202109  ,1,1,1,0,100.00
3588 通嘉,202109  ,1,1,1,0,100.00
3605 宏致,202109  ,1,6,2,4,33.33
3645 達邁,202109  ,1,4,2,2,50.00
3653 健策,202109  ,1,7,1,6,14.29
3673 TPK-KY,202109  ,1,1,1,0,100.00
3681 實盈,202109  ,1,1,1,0,100.00
3685 元創精密,202109  ,1,1,1,0,100.00
3691 碩禾,202109  ,1,2,1,1,50.00
3693 營邦,202109  ,1,4,1,3,25.00
3694 海華,202109  ,1,1,1,0,100.00
3702 大聯大,202109  ,1,6,1,5,16.67
3702 大聯大,202109  ,2,2,2,0,100.00
3702 大聯大,202109  ,3,2,2,0,100.00
3702 大聯大,202109  ,4,1,1,0,100.00
3702 大聯大,202109  ,5,1,1,0,100.00
3703 欣陸,202109  ,1,2,1,1,50.00
3705 永信,202109  ,1,1,1,0,100.00
3710 連展投控,202109  ,1,1,1,0,100.00
3711 日月光投控,202109  ,1,40,5,35,12.50
3716 中化控股,202109  ,1,4,3,1,75.00
4103 百略,202109  ,1,1,1,0,100.00
4104 佳醫,202109  ,1,1,1,0,100.00
4114 健喬,202109  ,1,1,1,0,100.00
4116 明基醫,202109  ,1,1,1,0,100.00
